Title;RG30
Description;Dataset proposed in the paper Vanhoucke, M., Coelho, J., and Batselier, J. (2016). An overview of project data for integrated project management and control. Journal of Modern Project Management, 3(2):6–21.
Number;1800
Format;rcp
ID;Ref1;Ref2;Ref3;LB value;LB ref;LB time;UB value;UB ref;UB time;OPT value;OPT ref;OPT time;CPM;Sum PT;# Act;CNC;OS;SP/I2;AD/I3;LA/I4;I5;TF/I6;# RR;RF/RR;RU/RR;RS/RR;RC/RR;# NR;RF/NR;RU/NR;RS/NR;RC/NR;# Modes
477;Set 1\Pat477.rcp;0;0;94;CPM;0;94;1;0;94;1;0;94;182;30;0,767;0,345;0,483;0,571;0,000;1,000;0,862;4;0,750;3,000;0,177;0,400;0;0,000;0,000;0,000;0,000;1,000
478;Set 1\Pat478.rcp;0;0;87;1;0;87;1;0;87;1;0;81;167;30;1,600;0,630;0,483;0,571;0,036;0,630;0,395;4;0,750;3,000;0,213;0,400;0;0,000;0,000;0,000;0,000;1,000
479;Set 1\Pat479.rcp;0;0;101;1;0;101;1;0;101;1;0;100;154;30;1,233;0,503;0,483;0,429;0,000;0,608;0,567;4;0,750;3,000;0,345;0,400;0;0,000;0,000;0,000;0,000;1,000
480;Set 1\Pat480.rcp;0;0;92;1;0;92;1;0;92;1;0;89;162;30;1,167;0,524;0,483;0,571;0,043;0,763;0,548;4;0,750;3,000;0,188;0,400;0;0,000;0,000;0,000;0,000;1,000
481;Set 1\Pat481.rcp;0;0;94;1;0;94;1;0;94;1;0;90;171;30;1,533;0,756;0,483;0,286;0,037;0,812;0,219;4;0,750;3,000;0,281;0,400;0;0,000;0,000;0,000;0,000;1,000
482;Set 1\Pat482.rcp;0;0;85;CPM;0;85;1;0;85;1;0;85;146;30;1,500;0,614;0,483;0,429;0,037;0,638;0,400;4;0,750;3,000;0,313;0,400;0;0,000;0,000;0,000;0,000;1,000
483;Set 1\Pat483.rcp;0;0;94;1;70;94;1;70;94;1;70;85;174;30;1,033;0,398;0,483;0,571;0,048;0,490;0,743;4;0,750;3,000;0,145;0,400;0;0,000;0,000;0,000;0,000;1,000
484;Set 1\Pat484.rcp;0;0;86;1;0;86;1;0;86;1;0;84;176;30;0,967;0,439;0,483;0,571;0,000;0,410;0,676;4;0,750;3,000;0,170;0,400;0;0,000;0,000;0,000;0,000;1,000
485;Set 1\Pat485.rcp;0;0;109;1;0;109;1;0;109;1;0;98;162;30;1,500;0,860;0,483;0,286;0,241;0,911;0,105;4;0,750;3,000;0,467;0,400;0;0,000;0,000;0,000;0,000;1,000
486;Set 1\Pat486.rcp;0;0;90;1;20;90;1;20;90;1;20;87;190;30;1,000;0,389;0,483;0,643;0,024;0,462;0,767;4;0,750;3,000;0,139;0,400;0;0,000;0,000;0,000;0,000;1,000
487;Set 1\Pat487.rcp;0;0;93;1;10;93;1;10;93;1;10;86;167;30;1,000;0,490;0,483;0,429;0,000;0,692;0,581;4;0,750;3,000;0,241;0,400;0;0,000;0,000;0,000;0,000;1,000
488;Set 1\Pat488.rcp;0;0;98;1;0;98;1;0;98;1;0;81;166;30;1,467;0,754;0,483;0,214;0,094;0,846;0,229;4;0,750;3,000;0,163;0,400;0;0,000;0,000;0,000;0,000;1,000
489;Set 1\Pat489.rcp;0;0;97;1;0;97;1;0;97;1;0;81;173;30;1,633;0,789;0,483;0,429;0,086;0,880;0,200;4;0,750;3,000;0,357;0,400;0;0,000;0,000;0,000;0,000;1,000
490;Set 1\Pat490.rcp;0;0;84;1;0;84;1;0;84;1;0;82;157;30;0,867;0,400;0,483;0,643;0,000;0,385;0,743;4;0,750;3,000;0,248;0,400;0;0,000;0,000;0,000;0,000;1,000
491;Set 1\Pat491.rcp;0;0;101;1;0;101;1;0;101;1;0;89;162;30;1,800;0,768;0,483;0,357;0,038;0,826;0,224;4;0,750;3,000;0,313;0,400;0;0,000;0,000;0,000;0,000;1,000
492;Set 1\Pat492.rcp;0;0;86;1;20;86;1;20;86;1;20;74;165;30;0,867;0,460;0,483;0,357;0,000;1,000;0,624;4;0,750;3,000;0,103;0,400;0;0,000;0,000;0,000;0,000;1,000
493;Set 1\Pat493.rcp;0;0;82;1;0;82;1;0;82;1;0;73;130;30;1,533;0,740;0,483;0,214;0,080;0,756;0,238;4;0,750;3,000;0,319;0,400;0;0,000;0,000;0,000;0,000;1,000
494;Set 1\Pat494.rcp;0;0;103;1;0;103;1;0;103;1;0;99;176;30;1,033;0,457;0,483;0,357;0,000;0,662;0,619;4;0,750;3,000;0,352;0,400;0;0,000;0,000;0,000;0,000;1,000
495;Set 1\Pat495.rcp;0;0;77;1;10;77;1;10;77;1;10;72;146;30;1,533;0,561;0,483;0,429;0,032;0,604;0,486;4;0,750;3,000;0,266;0,400;0;0,000;0,000;0,000;0,000;1,000
496;Set 1\Pat496.rcp;0;0;86;1;0;86;1;0;86;1;0;81;168;30;1,433;0,706;0,483;0,357;0,172;0,846;0,290;4;0,750;3,000;0,300;0,400;0;0,000;0,000;0,000;0,000;1,000
497;Set 1\Pat497.rcp;0;0;94;CPM;0;94;1;0;94;1;0;94;173;30;1,667;0,745;0,483;0,357;0,100;0,763;0,252;4;0,750;3,000;0,388;0,400;0;0,000;0,000;0,000;0,000;1,000
498;Set 1\Pat498.rcp;0;0;88;1;0;88;1;0;88;1;0;77;171;30;1,167;0,517;0,483;0,429;0,038;0,701;0,524;4;0,750;3,000;0,308;0,400;0;0,000;0,000;0,000;0,000;1,000
499;Set 1\Pat499.rcp;0;0;104;1;0;104;1;0;104;1;0;92;185;30;1,533;0,720;0,483;0,571;0,034;0,762;0,281;4;0,750;3,000;0,190;0,400;0;0,000;0,000;0,000;0,000;1,000
500;Set 1\Pat500.rcp;0;0;78;1;0;78;1;0;78;1;0;68;148;30;1,533;0,754;0,483;0,286;0,032;0,748;0,229;4;0,750;3,000;0,222;0,400;0;0,000;0,000;0,000;0,000;1,000
501;Set 1\Pat501.rcp;0;0;103;CPM;0;103;1;0;103;1;0;103;160;30;0,733;0,451;0,586;0,765;0,000;1,000;0,853;4;0,750;3,000;0,136;0,400;0;0,000;0,000;0,000;0,000;1,000
502;Set 1\Pat502.rcp;0;0;108;1;0;108;1;0;108;1;0;102;178;30;1,400;0,676;0,586;0,588;0,000;0,652;0,412;4;0,750;3,000;0,175;0,400;0;0,000;0,000;0,000;0,000;1,000
503;Set 1\Pat503.rcp;0;0;107;CPM;0;107;1;0;107;1;0;107;165;30;1,567;0,766;0,586;0,471;0,000;0,738;0,294;4;0,750;3,000;0,408;0,400;0;0,000;0,000;0,000;0,000;1,000
504;Set 1\Pat504.rcp;0;0;109;1;0;109;1;0;109;1;0;103;168;30;1,167;0,572;0,586;0,647;0,056;0,611;0,588;4;0,750;3,000;0,375;0,400;0;0,000;0,000;0,000;0,000;1,000
505;Set 1\Pat505.rcp;0;0;110;1;0;110;1;0;110;1;0;97;154;30;1,333;0,880;0,586;0,588;0,174;0,906;0,103;4;0,750;3,000;0,362;0,400;0;0,000;0,000;0,000;0,000;1,000
506;Set 1\Pat506.rcp;0;0;112;1;0;112;1;0;112;1;0;110;172;30;1,100;0,685;0,586;0,529;0,000;0,760;0,436;4;0,750;3,000;0,193;0,400;0;0,000;0,000;0,000;0,000;1,000
507;Set 1\Pat507.rcp;0;0;122;1;0;122;1;0;122;1;0;105;179;30;1,400;0,802;0,586;0,412;0,000;0,710;0,245;4;0,750;3,000;0,247;0,400;0;0,000;0,000;0,000;0,000;1,000
508;Set 1\Pat508.rcp;0;0;122;1;0;122;1;0;122;1;0;119;180;30;1,367;0,745;0,586;0,588;0,053;0,745;0,333;4;0,750;3,000;0,474;0,400;0;0,000;0,000;0,000;0,000;1,000
509;Set 1\Pat509.rcp;0;0;110;1;0;110;1;0;110;1;0;87;157;30;1,500;0,802;0,586;0,471;0,100;0,771;0,221;4;0,750;3,000;0,219;0,400;0;0,000;0,000;0,000;0,000;1,000
510;Set 1\Pat510.rcp;0;0;91;1;10;91;1;10;91;1;10;74;151;30;1,267;0,680;0,586;0,647;0,000;0,696;0,407;4;0,750;3,000;0,167;0,400;0;0,000;0,000;0,000;0,000;1,000
511;Set 1\Pat511.rcp;0;0;97;1;0;97;1;0;97;1;0;86;157;30;1,500;0,862;0,586;0,529;0,158;0,879;0,132;4;0,750;3,000;0,308;0,400;0;0,000;0,000;0,000;0,000;1,000
512;Set 1\Pat512.rcp;0;0;93;CPM;0;93;1;0;93;1;0;93;147;30;1,167;0,639;0,586;0,647;0,000;0,750;0,495;4;0,750;3,000;0,484;0,400;0;0,000;0,000;0,000;0,000;1,000
513;Set 1\Pat513.rcp;0;0;79;1;0;79;1;0;79;1;0;78;122;30;0,833;0,471;0,586;0,647;0,000;1,000;0,809;4;0,750;3,000;0,259;0,400;0;0,000;0,000;0,000;0,000;1,000
514;Set 1\Pat514.rcp;0;0;106;1;0;106;1;0;106;1;0;92;174;30;1,233;0,857;0,586;0,471;0,000;0,887;0,152;4;0,750;3,000;0,183;0,400;0;0,000;0,000;0,000;0,000;1,000
515;Set 1\Pat515.rcp;0;0;141;1;0;141;1;0;141;1;0;121;174;30;1,500;0,887;0,586;0,471;0,100;0,890;0,127;4;0,750;3,000;0,286;0,400;0;0,000;0,000;0,000;0,000;1,000
516;Set 1\Pat516.rcp;0;0;91;1;0;91;1;0;91;1;0;84;166;30;0,833;0,506;0,586;0,706;0,000;0,667;0,750;4;0,750;3,000;0,061;0,400;0;0,000;0,000;0,000;0,000;1,000
517;Set 1\Pat517.rcp;0;0;130;1;0;130;1;0;130;1;0;118;189;30;1,500;0,811;0,586;0,471;0,091;0,805;0,216;4;0,750;3,000;0,454;0,400;0;0,000;0,000;0,000;0,000;1,000
518;Set 1\Pat518.rcp;0;0;103;1;0;103;1;0;103;1;0;98;157;30;1,500;0,818;0,586;0,412;0,000;0,783;0,216;4;0,750;3,000;0,348;0,400;0;0,000;0,000;0,000;0,000;1,000
519;Set 1\Pat519.rcp;0;0;107;1;0;107;1;0;107;1;0;101;178;30;1,267;0,694;0,586;0,588;0,059;0,688;0,417;4;0,750;3,000;0,225;0,400;0;0,000;0,000;0,000;0,000;1,000
520;Set 1\Pat520.rcp;0;0;126;CPM;0;126;1;0;126;1;0;126;187;30;1,467;0,752;0,586;0,647;0,000;0,757;0,319;4;0,750;3,000;0,345;0,400;0;0,000;0,000;0,000;0,000;1,000
521;Set 1\Pat521.rcp;0;0;125;CPM;0;125;1;0;125;1;0;125;195;30;1,600;0,749;0,586;0,412;0,100;0,699;0,333;4;0,750;3,000;0,400;0,400;0;0,000;0,000;0,000;0,000;1,000
522;Set 1\Pat522.rcp;0;0;127;1;0;127;1;0;127;1;0;115;184;30;1,533;0,867;0,586;0,412;0,100;0,851;0,152;4;0,750;3,000;0,396;0,400;0;0,000;0,000;0,000;0,000;1,000
523;Set 1\Pat523.rcp;0;0;106;CPM;0;106;1;0;106;1;0;106;165;30;1,167;0,644;0,586;0,588;0,056;0,578;0,431;4;0,750;3,000;0,113;0,400;0;0,000;0,000;0,000;0,000;1,000
524;Set 1\Pat524.rcp;0;0;87;1;0;87;1;0;87;1;0;78;154;30;1,300;0,632;0,586;0,529;0,125;0,790;0,515;4;0,750;3,000;0,231;0,400;0;0,000;0,000;0,000;0,000;1,000
525;Set 1\Pat525.rcp;0;0;99;1;0;99;1;0;99;1;0;94;167;30;1,467;0,779;0,586;0,529;0,190;0,848;0,284;4;0,750;3,000;0,396;0,400;0;0,000;0,000;0,000;0,000;1,000
526;Set 1\Pat526.rcp;0;0;121;1;0;121;1;0;121;1;0;113;164;30;1,600;0,883;0,586;0,471;0,059;0,849;0,137;4;0,750;3,000;0,517;0,400;0;0,000;0,000;0,000;0,000;1,000
527;Set 1\Pat527.rcp;0;0;88;1;0;88;1;0;88;1;0;76;140;30;1,433;0,657;0,586;0,647;0,048;0,621;0,461;4;0,750;3,000;0,264;0,400;0;0,000;0,000;0,000;0,000;1,000
528;Set 1\Pat528.rcp;0;0;107;1;0;107;1;0;107;1;0;106;165;30;1,400;0,678;0,586;0,647;0,071;0,640;0,436;4;0,750;3,000;0,358;0,400;0;0,000;0,000;0,000;0,000;1,000
529;Set 1\Pat529.rcp;0;0;107;CPM;0;107;1;0;107;1;0;107;183;30;1,267;0,701;0,586;0,529;0,000;0,699;0,392;4;0,750;3,000;0,252;0,400;0;0,000;0,000;0,000;0,000;1,000
530;Set 1\Pat530.rcp;0;0;109;1;0;109;1;0;109;1;0;98;165;30;1,633;0,878;0,586;0,647;0,273;0,898;0,142;4;0,750;3,000;0,410;0,400;0;0,000;0,000;0,000;0,000;1,000
531;Set 1\Pat531.rcp;0;0;93;1;0;93;1;0;93;1;0;80;153;30;1,333;0,740;0,586;0,471;0,000;0,802;0,328;4;0,750;3,000;0,582;0,400;0;0,000;0,000;0,000;0,000;1,000
532;Set 1\Pat532.rcp;0;0;123;CPM;0;123;1;0;123;1;0;123;189;30;0,933;0,533;0,586;0,471;0,048;1,000;0,672;4;0,750;3,000;0,363;0,400;0;0,000;0,000;0,000;0,000;1,000
533;Set 1\Pat533.rcp;0;0;88;1;0;88;1;0;88;1;0;80;156;30;1,067;0,662;0,586;0,529;0,000;0,634;0,471;4;0,750;3,000;0,300;0,400;0;0,000;0,000;0,000;0,000;1,000
534;Set 1\Pat534.rcp;0;0;125;1;0;125;1;0;125;1;0;109;177;30;1,533;0,807;0,586;0,588;0,000;0,779;0,216;4;0,750;3,000;0,328;0,400;0;0,000;0,000;0,000;0,000;1,000
535;Set 1\Pat535.rcp;0;0;91;CPM;0;91;1;0;91;1;0;91;152;30;1,500;0,761;0,586;0,765;0,118;0,732;0,304;4;0,750;3,000;0,248;0,400;0;0,000;0,000;0,000;0,000;1,000
536;Set 1\Pat536.rcp;0;0;117;1;0;117;1;0;117;1;0;111;156;30;1,500;0,791;0,586;0,529;0,143;0,801;0,265;4;0,750;3,000;0,508;0,400;0;0,000;0,000;0,000;0,000;1,000
537;Set 1\Pat537.rcp;0;0;92;1;0;92;1;0;92;1;0;88;160;30;1,167;0,632;0,586;0,529;0,000;0,727;0,505;4;0,750;3,000;0,227;0,400;0;0,000;0,000;0,000;0,000;1,000
538;Set 1\Pat538.rcp;0;0;81;1;0;81;1;0;81;1;0;77;142;30;1,367;0,724;0,586;0,588;0,056;0,676;0,358;4;0,750;3,000;0,243;0,400;0;0,000;0,000;0,000;0,000;1,000
539;Set 1\Pat539.rcp;0;0;94;1;0;94;1;0;94;1;0;90;162;30;1,133;0,609;0,586;0,471;0,000;0,438;0,544;4;0,750;3,000;0,308;0,400;0;0,000;0,000;0,000;0,000;1,000
540;Set 1\Pat540.rcp;0;0;92;1;0;92;1;0;92;1;0;86;148;30;1,200;0,676;0,586;0,412;0,056;0,672;0,431;4;0,750;3,000;0,188;0,400;0;0,000;0,000;0,000;0,000;1,000
541;Set 1\Pat541.rcp;0;0;104;1;0;104;1;0;104;1;0;97;146;30;1,167;0,648;0,586;0,529;0,000;0,383;0,471;4;0,750;3,000;0,412;0,400;0;0,000;0,000;0,000;0,000;1,000
542;Set 1\Pat542.rcp;0;0;106;CPM;0;106;1;0;106;1;0;106;165;30;0,933;0,524;0,586;0,588;0,000;0,375;0,706;4;0,750;3,000;0,244;0,400;0;0,000;0,000;0,000;0,000;1,000
543;Set 1\Pat543.rcp;0;0;111;1;0;111;1;0;111;1;0;94;146;30;1,700;0,906;0,586;0,471;0,118;0,901;0,093;4;0,750;3,000;0,327;0,400;0;0,000;0,000;0,000;0,000;1,000
544;Set 1\Pat544.rcp;0;0;126;1;0;126;1;0;126;1;0;110;161;30;1,700;0,805;0,586;0,529;0,125;0,766;0,250;4;0,750;3,000;0,287;0,400;0;0,000;0,000;0,000;0,000;1,000
545;Set 1\Pat545.rcp;0;0;121;1;0;121;1;0;121;1;0;120;174;30;0,933;0,554;0,586;0,588;0,000;0,375;0,637;4;0,750;3,000;0,284;0,400;0;0,000;0,000;0,000;0,000;1,000
546;Set 1\Pat546.rcp;0;0;108;1;0;108;1;0;108;1;0;105;166;30;1,600;0,722;0,586;0,529;0,000;0,681;0,338;4;0,750;3,000;0,193;0,400;0;0,000;0,000;0,000;0,000;1,000
547;Set 1\Pat547.rcp;0;0;98;1;0;98;1;0;98;1;0;95;179;30;0,967;0,554;0,586;0,588;0,053;0,578;0,657;4;0,750;3,000;0,283;0,400;0;0,000;0,000;0,000;0,000;1,000
548;Set 1\Pat548.rcp;0;0;128;1;0;128;1;0;128;1;0;101;172;30;1,667;0,848;0,586;0,647;0,138;0,899;0,098;4;0,750;3,000;0,163;0,400;0;0,000;0,000;0,000;0,000;1,000
549;Set 1\Pat549.rcp;0;0;104;1;0;104;1;0;104;1;0;102;178;30;1,100;0,536;0,586;0,588;0,091;0,703;0,681;4;0,750;3,000;0,252;0,400;0;0,000;0,000;0,000;0,000;1,000
550;Set 1\Pat550.rcp;0;0;85;1;0;85;1;0;85;1;0;76;132;30;1,267;0,793;0,586;0,529;0,000;0,716;0,260;4;0,750;3,000;0,216;0,400;0;0,000;0,000;0,000;0,000;1,000
551;Set 1\Pat551.rcp;0;0;124;CPM;0;124;1;0;124;1;0;124;192;30;1,300;0,674;0,586;0,529;0,045;0,733;0,436;4;0,750;3,000;0,470;0,400;0;0,000;0,000;0,000;0,000;1,000
552;Set 1\Pat552.rcp;0;0;96;CPM;0;96;1;0;96;1;0;96;159;30;0,933;0,517;0,586;0,647;0,000;0,406;0,701;4;0,750;3,000;0,196;0,400;0;0,000;0,000;0,000;0,000;1,000
553;Set 1\Pat553.rcp;0;0;90;CPM;0;90;1;0;90;1;0;90;145;30;0,800;0,483;0,586;0,765;0,000;1,000;0,784;4;0,750;3,000;0,288;0,400;0;0,000;0,000;0,000;0,000;1,000
554;Set 1\Pat554.rcp;0;0;72;1;0;72;1;0;72;1;0;60;125;30;1,333;0,743;0,586;0,647;0,100;0,726;0,333;4;0,750;3,000;0,208;0,400;0;0,000;0,000;0,000;0,000;1,000
555;Set 1\Pat555.rcp;0;0;112;CPM;0;112;1;0;112;1;0;112;180;30;0,867;0,480;0,586;0,588;0,000;1,000;0,789;4;0,750;3,000;0,247;0,400;0;0,000;0,000;0,000;0,000;1,000
556;Set 1\Pat556.rcp;0;0;131;CPM;0;131;1;0;131;1;0;131;202;30;0,833;0,487;0,586;0,647;0,000;1,000;0,775;4;0,750;3,000;0,374;0,400;0;0,000;0,000;0,000;0,000;1,000
557;Set 1\Pat557.rcp;0;0;101;CPM;0;101;1;0;101;1;0;101;173;30;0,867;0,531;0,586;0,765;0,111;0,958;0,701;4;0,750;3,000;0,222;0,400;0;0,000;0,000;0,000;0,000;1,000
558;Set 1\Pat558.rcp;0;0;105;1;0;105;1;0;105;1;0;101;153;30;1,333;0,786;0,586;0,529;0,000;0,771;0,270;4;0,750;3,000;0,419;0,400;0;0,000;0,000;0,000;0,000;1,000
559;Set 1\Pat559.rcp;0;0;108;CPM;0;108;1;0;108;1;0;108;181;30;0,733;0,441;0,586;0,706;0,000;1,000;0,873;4;0,750;3,000;0,167;0,400;0;0,000;0,000;0,000;0,000;1,000
560;Set 1\Pat560.rcp;0;0;118;1;0;118;1;0;118;1;0;112;177;30;1,433;0,876;0,586;0,412;0,111;0,883;0,113;4;0,750;3,000;0,427;0,400;0;0,000;0,000;0,000;0,000;1,000
561;Set 1\Pat561.rcp;0;0;120;CPM;0;120;1;0;120;1;0;120;189;30;0,767;0,480;0,586;0,765;0,000;1,000;0,789;4;0,750;3,000;0,226;0,400;0;0,000;0,000;0,000;0,000;1,000
562;Set 1\Pat562.rcp;0;0;106;1;0;106;1;0;106;1;0;104;175;30;0,767;0,467;0,586;0,824;0,000;1,000;0,819;4;0,750;3,000;0,343;0,400;0;0,000;0,000;0,000;0,000;1,000
563;Set 1\Pat563.rcp;0;0;120;CPM;0;120;1;0;120;1;0;120;199;30;1,000;0,529;0,586;0,588;0,050;0,969;0,676;4;0,750;3,000;0,188;0,400;0;0,000;0,000;0,000;0,000;1,000
564;Set 1\Pat564.rcp;0;0;120;1;0;120;1;0;120;1;0;111;162;30;1,333;0,729;0,586;0,529;0,000;0,659;0,328;4;0,750;3,000;0,190;0,400;0;0,000;0,000;0,000;0,000;1,000
565;Set 1\Pat565.rcp;0;0;129;1;0;129;1;0;129;1;0;109;181;30;1,367;0,878;0,586;0,529;0,105;0,879;0,123;4;0,750;3,000;0,525;0,400;0;0,000;0,000;0,000;0,000;1,000
566;Set 1\Pat566.rcp;0;0;98;1;0;98;1;0;98;1;0;92;151;30;1,467;0,770;0,586;0,588;0,120;0,851;0,324;4;0,750;3,000;0,347;0,400;0;0,000;0,000;0,000;0,000;1,000
567;Set 1\Pat567.rcp;0;0;100;1;0;100;1;0;100;1;0;94;176;30;0,800;0,487;0,586;0,588;0,000;1,000;0,765;4;0,750;3,000;0,237;0,400;0;0,000;0,000;0,000;0,000;1,000
568;Set 1\Pat568.rcp;0;0;93;1;0;93;1;0;93;1;0;90;140;30;0,867;0,522;0,586;0,588;0,000;0,063;0,696;4;0,750;3,000;0,191;0,400;0;0,000;0,000;0,000;0,000;1,000
569;Set 1\Pat569.rcp;0;0;111;1;0;111;1;0;111;1;0;98;169;30;1,300;0,802;0,586;0,471;0,111;0,830;0,225;4;0,750;3,000;0,285;0,400;0;0,000;0,000;0,000;0,000;1,000
570;Set 1\Pat570.rcp;0;0;101;CPM;0;101;1;0;101;1;0;101;162;30;1,133;0,579;0,586;0,588;0,000;0,646;0,588;4;0,750;3,000;0,325;0,400;0;0,000;0,000;0,000;0,000;1,000
571;Set 1\Pat571.rcp;0;0;83;1;0;83;1;0;83;1;0;81;139;30;1,533;0,699;0,586;0,588;0,087;0,738;0,402;4;0,750;3,000;0,427;0,400;0;0,000;0,000;0,000;0,000;1,000
572;Set 1\Pat572.rcp;0;0;143;1;0;143;1;0;143;1;0;121;201;30;1,467;0,922;0,586;0,529;0,429;0,938;0,074;4;0,750;3,000;0,512;0,400;0;0,000;0,000;0,000;0,000;1,000
573;Set 1\Pat573.rcp;0;0;143;1;0;143;1;0;143;1;0;115;173;30;1,567;0,966;0,586;0,588;0,947;1,000;0,000;4;0,750;3,000;0,196;0,400;0;0,000;0,000;0,000;0,000;1,000
574;Set 1\Pat574.rcp;0;0;113;CPM;0;113;1;0;113;1;0;113;189;30;0,733;0,448;0,586;0,765;0,000;1,000;0,858;4;0,750;3,000;0,101;0,400;0;0,000;0,000;0,000;0,000;1,000
575;Set 1\Pat575.rcp;0;0;107;1;0;107;1;0;107;1;0;106;163;30;1,200;0,646;0,586;0,647;0,150;0,727;0,520;4;0,750;3,000;0,164;0,400;0;0,000;0,000;0,000;0,000;1,000
576;Set 1\Pat576.rcp;0;0;84;CPM;0;84;1;0;84;1;0;84;131;30;1,367;0,628;0,586;0,647;0,000;0,667;0,520;4;0,750;3,000;0,251;0,400;0;0,000;0,000;0,000;0,000;1,000
577;Set 1\Pat577.rcp;0;0;108;1;10;108;1;10;108;1;10;107;186;30;0,767;0,444;0,586;0,647;0,000;1,000;0,868;4;0,750;3,000;0,180;0,400;0;0,000;0,000;0,000;0,000;1,000
578;Set 1\Pat578.rcp;0;0;100;1;0;100;1;0;100;1;0;95;152;30;1,067;0,628;0,586;0,588;0,000;0,643;0,500;4;0,750;3,000;0,300;0,400;0;0,000;0,000;0,000;0,000;1,000
579;Set 1\Pat579.rcp;0;0;93;1;0;93;1;0;93;1;0;89;149;30;1,367;0,699;0,586;0,529;0,045;0,697;0,387;4;0,750;3,000;0,313;0,400;0;0,000;0,000;0,000;0,000;1,000
580;Set 1\Pat580.rcp;0;0;99;1;0;99;1;0;99;1;0;94;167;30;1,400;0,818;0,586;0,529;0,100;0,762;0,221;4;0,750;3,000;0,302;0,400;0;0,000;0,000;0,000;0,000;1,000
581;Set 1\Pat581.rcp;0;0;107;1;0;107;1;0;107;1;0;99;180;30;0,967;0,529;0,586;0,529;0,000;0,641;0,696;4;0,750;3,000;0,367;0,400;0;0,000;0,000;0,000;0,000;1,000
582;Set 1\Pat582.rcp;0;0;114;1;0;114;1;0;114;1;0;101;146;30;1,333;0,775;0,586;0,471;0,091;0,830;0,240;4;0,750;3,000;0,405;0,400;0;0,000;0,000;0,000;0,000;1,000
583;Set 1\Pat583.rcp;0;0;94;CPM;0;94;1;0;94;1;0;94;156;30;1,033;0,471;0,586;0,765;0,000;0,643;0,809;4;0,750;3,000;0,189;0,400;0;0,000;0,000;0,000;0,000;1,000
584;Set 1\Pat584.rcp;0;0;100;1;0;100;1;0;100;1;0;91;143;30;1,300;0,710;0,586;0,529;0,045;0,795;0,373;4;0,750;3,000;0,352;0,400;0;0,000;0,000;0,000;0,000;1,000
585;Set 1\Pat585.rcp;0;0;99;1;0;99;1;0;99;1;0;97;158;30;1,133;0,667;0,586;0,471;0,000;0,719;0,451;4;0,750;3,000;0,475;0,400;0;0,000;0,000;0,000;0,000;1,000
586;Set 1\Pat586.rcp;0;0;98;CPM;0;98;1;0;98;1;0;98;144;30;1,333;0,795;0,586;0,412;0,000;0,760;0,260;4;0,750;3,000;0,711;0,400;0;0,000;0,000;0,000;0,000;1,000
587;Set 1\Pat587.rcp;0;0;107;CPM;0;107;1;0;107;1;0;107;176;30;1,000;0,598;0,586;0,647;0,000;0,583;0,554;4;0,750;3,000;0,246;0,400;0;0,000;0,000;0,000;0,000;1,000
588;Set 1\Pat588.rcp;0;0;85;CPM;0;85;1;0;85;1;0;85;154;30;0,600;0,389;0,586;0,941;0,000;1,000;0,985;4;0,750;3,000;0,104;0,400;0;0,000;0,000;0,000;0,000;1,000
589;Set 1\Pat589.rcp;0;0;115;1;0;115;1;0;115;1;0;105;155;30;1,267;0,814;0,586;0,647;0,222;0,847;0,186;4;0,750;3,000;0,254;0,400;0;0,000;0,000;0,000;0,000;1,000
590;Set 1\Pat590.rcp;0;0;100;1;0;100;1;0;100;1;0;98;168;30;1,467;0,722;0,586;0,471;0,000;0,695;0,382;4;0,750;3,000;0,406;0,400;0;0,000;0,000;0,000;0,000;1,000
591;Set 1\Pat591.rcp;0;0;115;CPM;0;115;1;0;115;1;0;115;161;30;1,600;0,862;0,586;0,529;0,158;0,869;0,162;4;0,750;3,000;0,449;0,400;0;0,000;0,000;0,000;0,000;1,000
592;Set 1\Pat592.rcp;0;0;96;1;0;96;1;0;96;1;0;82;139;30;1,433;0,786;0,586;0,529;0,000;0,793;0,255;4;0,750;3,000;0,208;0,400;0;0,000;0,000;0,000;0,000;1,000
593;Set 1\Pat593.rcp;0;0;108;CPM;0;108;1;0;108;1;0;108;172;30;0,867;0,480;0,586;0,647;0,000;1,000;0,789;4;0,750;3,000;0,137;0,400;0;0,000;0,000;0,000;0,000;1,000
594;Set 1\Pat594.rcp;0;0;101;CPM;0;101;1;0;101;1;0;101;165;30;1,533;0,706;0,586;0,471;0,000;0,649;0,353;4;0,750;3,000;0,357;0,400;0;0,000;0,000;0,000;0,000;1,000
595;Set 1\Pat595.rcp;0;0;110;1;0;110;1;0;110;1;0;102;167;30;1,467;0,720;0,586;0,706;0,000;0,695;0,324;4;0,750;3,000;0,165;0,400;0;0,000;0,000;0,000;0,000;1,000
596;Set 1\Pat596.rcp;0;0;97;1;0;97;1;0;97;1;0;95;170;30;1,267;0,653;0,586;0,529;0,000;0,477;0,441;4;0,750;3,000;0,433;0,400;0;0,000;0,000;0,000;0,000;1,000
597;Set 1\Pat597.rcp;0;0;89;CPM;0;89;1;0;89;1;0;89;163;30;0,800;0,478;0,586;0,588;0,000;1,000;0,794;4;0,750;3,000;0,280;0,400;0;0,000;0,000;0,000;0,000;1,000
598;Set 1\Pat598.rcp;0;0;74;1;0;74;1;0;74;1;0;71;140;30;1,200;0,575;0,586;0,588;0,000;0,451;0,574;4;0,750;3,000;0,190;0,400;0;0,000;0,000;0,000;0,000;1,000
