Title;DC2
Description;Dataset proposed in the paper Vanhoucke, M., Coelho, J., and Batselier, J. (2016). An overview of project data for integrated project management and control. Journal of Modern Project Management, 3(2):6–21.
Number;720
Format;rcp
ID;Ref1;Ref2;Ref3;LB value;LB ref;LB time;UB value;UB ref;UB time;OPT value;OPT ref;OPT time;CPM;Sum PT;# Act;CNC;OS;SP/I2;AD/I3;LA/I4;I5;TF/I6;# RR;RF/RR;RU/RR;RS/RR;RC/RR;# NR;RF/NR;RU/NR;RS/NR;RC/NR;# Modes
118;npv25\rcpspdc118.rcp;0;0;145;1;0;145;1;0;145;1;0;42;152;25;2,520;0,520;0,167;0,125;0,159;0,744;0,138;4;1,000;4,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
119;npv25\rcpspdc119.rcp;0;0;153;1;0;153;Sum PT;0;153;1;0;37;153;25;2,640;0,513;0,167;0,250;0,224;0,755;0,150;4;1,000;4,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
120;npv25\rcpspdc120.rcp;0;0;137;1;0;137;Sum PT;0;137;1;0;31;137;25;2,600;0,513;0,167;0,188;0,173;0,632;0,188;4;1,000;4,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
121;npv25\rcpspdc121.rcp;0;0;58;CPM;0;58;1;0;58;1;0;58;141;25;1,800;0,760;0,375;0,333;0,097;0,845;0,156;4;0,500;2,000;1,000;0,248;0;0,000;0,000;0,000;0,000;1,000
122;npv25\rcpspdc122.rcp;0;0;67;CPM;0;67;1;0;67;1;0;67;157;25;2,120;0,760;0,333;0,273;0,237;0,830;0,125;4;0,500;2,000;0,875;0,248;0;0,000;0,000;0,000;0,000;1,000
123;npv25\rcpspdc123.rcp;0;0;57;CPM;0;57;1;0;57;1;0;57;131;25;1,920;0,763;0,375;0,444;0,189;0,856;0,133;4;0,500;2,000;1,000;0,248;0;0,000;0,000;0,000;0,000;1,000
124;npv25\rcpspdc124.rcp;0;0;63;CPM;0;63;1;0;63;1;0;63;140;25;2,000;0,757;0,375;0,333;0,189;0,850;0,170;4;0,500;2,000;0,964;0,248;0;0,000;0,000;0,000;0,000;1,000
125;npv25\rcpspdc125.rcp;0;0;47;1;0;47;1;0;47;1;0;45;129;25;2,400;0,767;0,292;0,126;0,340;0,895;0,126;4;0,500;2,000;0,923;0,246;0;0,000;0,000;0,000;0,000;1,000
126;npv25\rcpspdc126.rcp;0;0;46;CPM;0;46;1;0;46;1;0;46;125;25;2,560;0,763;0,292;0,244;0,346;0,886;0,067;4;0,500;2,000;0,917;0,248;0;0,000;0,000;0,000;0,000;1,000
127;npv25\rcpspdc127.rcp;0;0;51;CPM;0;51;1;0;51;1;0;51;131;25;1,920;0,757;0,292;0,185;0,353;0,932;0,050;4;0,500;2,000;0,906;0,248;0;0,000;0,000;0,000;0,000;1,000
128;npv25\rcpspdc128.rcp;0;0;67;CPM;0;67;1;0;67;1;0;67;144;25;2,040;0,763;0,375;0,296;0,194;0,838;0,163;4;0,500;2,000;0,875;0,248;0;0,000;0,000;0,000;0,000;1,000
129;npv25\rcpspdc129.rcp;0;0;44;CPM;0;44;1;0;44;1;0;44;126;25;2,240;0,760;0,333;0,305;0,304;0,882;0,141;4;0,500;2,000;0,964;0,248;0;0,000;0,000;0,000;0,000;1,000
130;npv25\rcpspdc130.rcp;0;0;71;CPM;0;71;1;0;71;1;0;71;135;25;2,080;0,767;0,292;0,244;0,298;0,878;0,092;4;0,500;2,000;1,000;0,250;0;0,000;0,000;0,000;0,000;1,000
131;npv25\rcpspdc131.rcp;0;0;88;1;0;88;1;0;88;1;0;50;145;25;2,120;0,760;0,292;0,294;0,368;0,927;0,084;4;0,500;2,000;0,103;0,500;0;0,000;0,000;0,000;0,000;1,000
132;npv25\rcpspdc132.rcp;0;0;67;1;0;67;1;0;67;1;0;49;121;25;1,960;0,760;0,333;0,219;0,139;0,852;0,102;4;0,500;2,000;0,338;0,500;0;0,000;0,000;0,000;0,000;1,000
133;npv25\rcpspdc133.rcp;0;0;99;1;0;99;1;0;99;1;0;77;159;25;2,120;0,763;0,333;0,289;0,308;0,848;0,062;4;0,500;2,000;0,111;0,500;0;0,000;0,000;0,000;0,000;1,000
134;npv25\rcpspdc134.rcp;0;0;62;1;0;62;1;0;62;1;0;43;105;25;1,960;0,763;0,333;0,234;0,256;0,862;0,148;4;0,500;2,000;0,304;0,500;0;0,000;0,000;0,000;0,000;1,000
135;npv25\rcpspdc135.rcp;0;0;67;1;0;67;1;0;67;1;0;54;114;25;2,320;0,763;0,292;0,303;0,434;0,933;0,084;4;0,500;2,000;0,170;0,500;0;0,000;0,000;0,000;0,000;1,000
136;npv25\rcpspdc136.rcp;0;0;70;1;0;70;1;0;70;1;0;50;122;25;2,320;0,760;0,292;0,176;0,245;0,869;0,067;4;0,500;2,000;0,090;0,500;0;0,000;0,000;0,000;0,000;1,000
137;npv25\rcpspdc137.rcp;0;0;73;1;0;73;1;0;73;1;0;50;132;25;2,120;0,763;0,333;0,289;0,186;0,848;0,156;4;0,500;2,000;0,176;0,500;0;0,000;0,000;0,000;0,000;1,000
138;npv25\rcpspdc138.rcp;0;0;80;1;0;80;1;0;80;1;0;54;125;25;2,040;0,757;0,375;0,407;0,220;0,892;0,104;4;0,500;2,000;0,000;0,500;0;0,000;0,000;0,000;0,000;1,000
139;npv25\rcpspdc139.rcp;0;0;84;1;0;84;1;0;84;1;0;57;146;25;1,960;0,763;0,333;0,289;0,324;0,867;0,156;4;0,500;2,000;0,021;0,500;0;0,000;0,000;0,000;0,000;1,000
140;npv25\rcpspdc140.rcp;0;0;66;1;0;66;1;0;66;1;0;50;118;25;1,800;0,767;0,333;0,289;0,270;0,851;0,109;4;0,500;2,000;0,158;0,500;0;0,000;0,000;0,000;0,000;1,000
141;npv25\rcpspdc141.rcp;0;0;112;1;0;112;1;0;112;1;0;54;153;25;2,120;0,763;0,292;0,244;0,352;0,935;0,076;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
142;npv25\rcpspdc142.rcp;0;0;101;1;0;101;1;0;101;1;0;53;132;25;1,840;0,763;0,292;0,252;0,289;0,891;0,042;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
143;npv25\rcpspdc143.rcp;0;0;100;1;0;100;1;0;100;1;0;54;135;25;2,200;0,760;0,292;0,303;0,404;0,941;0,084;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
144;npv25\rcpspdc144.rcp;0;0;118;1;0;118;1;0;118;1;0;58;138;25;2,240;0,757;0,292;0,244;0,315;0,886;0,084;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
145;npv25\rcpspdc145.rcp;0;0;100;1;0;100;1;0;100;1;0;63;134;25;2,320;0,760;0,375;0,333;0,195;0,864;0,178;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
146;npv25\rcpspdc146.rcp;0;0;106;1;0;106;1;0;106;1;0;71;164;25;2,160;0,760;0,375;0,259;0,167;0,820;0,163;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
147;npv25\rcpspdc147.rcp;0;0;81;1;0;81;1;0;81;1;0;40;98;25;1,960;0,757;0,417;0,386;0,121;0,823;0,150;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
148;npv25\rcpspdc148.rcp;0;0;86;1;0;86;1;0;86;1;0;45;117;25;2,080;0,763;0,292;0,118;0,260;0,900;0,067;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
149;npv25\rcpspdc149.rcp;0;0;93;1;0;93;1;0;93;1;0;54;133;25;2,240;0,763;0,292;0,235;0,333;0,910;0,109;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
150;npv25\rcpspdc150.rcp;0;0;96;1;0;96;1;0;96;1;0;59;122;25;2,320;0,760;0,292;0,244;0,300;0,894;0,084;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
151;npv25\rcpspdc151.rcp;0;0;67;1;0;67;1;0;67;1;0;58;142;25;2,160;0,763;0,292;0,185;0,340;0,866;0,067;4;1,000;4,000;0,635;0,248;0;0,000;0,000;0,000;0,000;1,000
152;npv25\rcpspdc152.rcp;0;0;52;CPM;0;52;1;0;52;1;0;52;125;25;2,160;0,760;0,292;0,244;0,267;0,868;0,084;4;1,000;4,000;0,675;0,248;0;0,000;0,000;0,000;0,000;1,000
153;npv25\rcpspdc153.rcp;0;0;59;CPM;0;59;1;0;59;1;0;59;135;25;2,160;0,757;0,333;0,289;0,214;0,861;0,156;4;1,000;4,000;0,688;0,248;0;0,000;0,000;0,000;0,000;1,000
154;npv25\rcpspdc154.rcp;0;0;56;1;0;56;1;0;56;1;0;49;137;25;2,480;0,760;0,292;0,176;0,375;0,850;0,076;4;1,000;4,000;0,665;0,248;0;0,000;0,000;0,000;0,000;1,000
155;npv25\rcpspdc155.rcp;0;0;65;1;0;65;1;0;65;1;0;55;152;25;2,200;0,763;0,333;0,305;0,295;0,900;0,148;4;1,000;4,000;0,337;0,248;0;0,000;0,000;0,000;0,000;1,000
156;npv25\rcpspdc156.rcp;0;0;66;1;0;66;1;0;66;1;0;64;147;25;2,240;0,763;0,333;0,430;0,333;0,915;0,086;4;1,000;4,000;0,514;0,248;0;0,000;0,000;0,000;0,000;1,000
157;npv25\rcpspdc157.rcp;0;0;58;1;0;58;1;0;58;1;0;56;149;25;2,000;0,760;0,333;0,289;0,275;0,887;0,125;4;1,000;4,000;0,559;0,248;0;0,000;0,000;0,000;0,000;1,000
158;npv25\rcpspdc158.rcp;0;0;63;1;0;63;1;0;63;1;0;61;153;25;2,040;0,760;0,375;0,222;0,211;0,849;0,163;4;1,000;4,000;0,568;0,248;0;0,000;0,000;0,000;0,000;1,000
159;npv25\rcpspdc159.rcp;0;0;70;1;0;70;1;0;70;1;0;63;170;25;2,120;0,753;0,333;0,430;0,302;0,892;0,109;4;1,000;4,000;0,601;0,248;0;0,000;0,000;0,000;0,000;1,000
160;npv25\rcpspdc160.rcp;0;0;66;1;0;66;1;0;66;1;0;65;157;25;2,040;0,763;0,333;0,234;0,189;0,838;0,164;4;1,000;4,000;0,786;0,248;0;0,000;0,000;0,000;0,000;1,000
161;npv25\rcpspdc161.rcp;0;0;107;1;0;107;1;0;107;1;0;53;131;25;2,200;0,763;0,292;0,244;0,327;0,904;0,076;4;1,000;4,000;0,031;0,500;0;0,000;0,000;0,000;0,000;1,000
162;npv25\rcpspdc162.rcp;0;0;118;1;0;118;1;0;118;1;0;56;133;25;1,600;0,767;0,333;0,289;0,171;0,821;0,133;4;1,000;4,000;0,034;0,500;0;0,000;0,000;0,000;0,000;1,000
163;npv25\rcpspdc163.rcp;0;0;126;1;0;126;1;0;126;1;0;63;139;25;2,080;0,763;0,292;0,244;0,233;0,849;0,092;4;1,000;4,000;0,033;0,500;0;0,000;0,000;0,000;0,000;1,000
164;npv25\rcpspdc164.rcp;0;0;131;1;0;131;1;0;131;1;0;65;154;25;2,320;0,767;0,292;0,303;0,304;0,852;0,084;4;1,000;4,000;0,107;0,500;0;0,000;0,000;0,000;0,000;1,000
165;npv25\rcpspdc165.rcp;0;0;146;1;0;146;1;0;146;1;0;67;167;25;2,040;0,763;0,333;0,219;0,233;0,888;0,078;4;1,000;4,000;0,036;0,500;0;0,000;0,000;0,000;0,000;1,000
166;npv25\rcpspdc166.rcp;0;0;141;1;0;141;1;0;141;1;0;72;171;25;2,000;0,763;0,333;0,164;0,225;0,862;0,125;4;1,000;4,000;0,047;0,500;0;0,000;0,000;0,000;0,000;1,000
167;npv25\rcpspdc167.rcp;0;0;142;1;0;142;1;0;142;1;0;62;166;25;2,160;0,767;0,292;0,185;0,325;0,873;0,126;4;1,000;4,000;0,056;0,500;0;0,000;0,000;0,000;0,000;1,000
168;npv25\rcpspdc168.rcp;0;0;113;1;0;113;1;0;113;1;0;54;135;25;2,120;0,763;0,333;0,289;0,179;0,848;0,156;4;1,000;4,000;0,055;0,500;0;0,000;0,000;0,000;0,000;1,000
169;npv25\rcpspdc169.rcp;0;0;117;1;0;117;1;0;117;1;0;54;142;25;2,440;0,760;0,292;0,252;0,360;0,897;0,126;4;1,000;4,000;0,011;0,500;0;0,000;0,000;0,000;0,000;1,000
170;npv25\rcpspdc170.rcp;0;0;113;1;0;113;1;0;113;1;0;56;144;25;1,880;0,767;0,333;0,234;0,179;0,811;0,133;4;1,000;4,000;0,042;0,500;0;0,000;0,000;0,000;0,000;1,000
171;npv25\rcpspdc171.rcp;0;0;126;1;0;126;1;0;126;1;0;61;135;25;2,040;0,763;0,333;0,305;0,304;0,910;0,141;4;1,000;4,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
172;npv25\rcpspdc172.rcp;0;0;124;1;0;124;Sum PT;0;124;1;0;53;124;25;2,400;0,757;0,333;0,305;0,250;0,879;0,141;4;1,000;4,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
173;npv25\rcpspdc173.rcp;0;0;151;1;0;151;1;0;151;1;0;59;156;25;2,040;0,760;0,292;0,235;0,358;0,928;0,059;4;1,000;4,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
174;npv25\rcpspdc174.rcp;0;0;128;1;0;128;Sum PT;0;128;1;0;48;128;25;2,280;0,763;0,250;0,111;0,365;0,878;0,037;4;1,000;4,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
175;npv25\rcpspdc175.rcp;0;0;129;1;0;129;Sum PT;0;129;1;0;63;129;25;2,080;0,760;0,333;0,234;0,341;0,895;0,133;4;1,000;4,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
176;npv25\rcpspdc176.rcp;0;0;156;1;0;156;Sum PT;0;156;1;0;59;156;25;2,000;0,763;0,333;0,234;0,341;0,897;0,133;4;1,000;4,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
177;npv25\rcpspdc177.rcp;0;0;105;1;0;105;Sum PT;0;105;1;0;44;105;25;2,160;0,763;0,292;0,235;0,195;0,839;0,092;4;1,000;4,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
178;npv25\rcpspdc178.rcp;0;0;134;1;0;134;Sum PT;0;134;1;0;46;134;25;1,960;0,770;0,292;0,244;0,211;0,863;0,084;4;1,000;4,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
179;npv25\rcpspdc179.rcp;0;0;151;1;0;151;Sum PT;0;151;1;0;70;151;25;2,000;0,757;0,417;0,443;0,200;0,820;0,200;4;1,000;4,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
180;npv25\rcpspdc180.rcp;0;0;150;1;0;150;Sum PT;0;150;1;0;56;150;25;2,600;0,757;0,333;0,289;0,163;0,874;0,125;4;1,000;4,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
181;npv50\rcpspdc181.rcp;0;0;45;4;194390;46;3;8000;0;0;0;35;286;50;4,160;0,261;0,082;0,333;0,097;0,630;0,444;4;0,500;2,000;0,170;0,249;0;0,000;0,000;0,000;0,000;1,000
182;npv50\rcpspdc182.rcp;0;0;46;4;3629610;46;3;8000;46;4;3629610;32;285;50;3,700;0,262;0,061;0,145;0,062;0,487;0,181;4;0,500;2,000;0,233;0,249;0;0,000;0,000;0,000;0,000;1,000
183;npv50\rcpspdc183.rcp;0;0;49;Capacity LB;0;49;1;143660;49;1;143660;38;302;50;3,980;0,264;0,082;0,306;0,078;0,626;0,367;4;0,500;2,000;0,351;0,250;0;0,000;0,000;0,000;0,000;1,000
184;npv50\rcpspdc184.rcp;0;0;43;Capacity LB;0;43;3;90;0;0;0;25;267;50;3,880;0,263;0,061;0,174;0,077;0,503;0,203;4;0,500;2,000;0,248;0,249;0;0,000;0,000;0,000;0,000;1,000
185;npv50\rcpspdc185.rcp;0;0;48;4;6860;50;3;8000;0;0;0;33;343;50;4,080;0,261;0,061;0,290;0,142;0,671;0,319;4;0,500;2,000;0,211;0,248;0;0,000;0,000;0,000;0,000;1,000
186;npv50\rcpspdc186.rcp;0;0;42;4;420860;42;1;3606410;42;4;420860;33;254;50;3,660;0,261;0,082;0,306;0,077;0,631;0,361;4;0,500;2,000;0,268;0,249;0;0,000;0,000;0,000;0,000;1,000
187;npv50\rcpspdc187.rcp;0;0;46;4;2065110;46;1;3601620;46;4;2065110;38;299;50;4,000;0,264;0,061;0,232;0,126;0,620;0,319;4;0,500;2,000;0,261;0,248;0;0,000;0,000;0,000;0,000;1,000
188;npv50\rcpspdc188.rcp;0;0;43;Capacity LB;0;43;1;1538010;43;1;1538010;37;263;50;3,860;0,264;0,061;0,217;0,118;0,610;0,246;4;0,500;2,000;0,272;0,248;0;0,000;0,000;0,000;0,000;1,000
189;npv50\rcpspdc189.rcp;0;0;45;Capacity LB;0;45;1;49780;45;1;49780;32;268;50;3,620;0,261;0,082;0,333;0,081;0,653;0,361;4;0,500;2,000;0,275;0,249;0;0,000;0,000;0,000;0,000;1,000
190;npv50\rcpspdc190.rcp;0;0;40;4;1092430;40;1;3601050;40;4;1092430;27;248;50;3,720;0,262;0,061;0,145;0,116;0,583;0,196;4;0,500;2,000;0,235;0,249;0;0,000;0,000;0,000;0,000;1,000
191;npv50\rcpspdc191.rcp;0;0;80;4;21600390;84;3;9000;0;0;0;31;253;50;3,380;0,266;0,082;0,306;0,063;0,662;0,394;4;0,500;2,000;0,041;0,500;0;0,000;0,000;0,000;0,000;1,000
192;npv50\rcpspdc192.rcp;0;0;87;4;21600650;95;3;9000;0;0;0;34;278;50;3,880;0,263;0,061;0,246;0,107;0,627;0,225;4;0,500;2,000;0,022;0,500;0;0,000;0,000;0,000;0,000;1,000
193;npv50\rcpspdc193.rcp;0;0;86;4;21600420;90;3;9000;0;0;0;29;259;50;3,880;0,262;0,082;0,278;0,065;0,587;0,339;4;0,500;2,000;0,000;0,500;0;0,000;0,000;0,000;0,000;1,000
194;npv50\rcpspdc194.rcp;0;0;87;4;21600320;89;3;9000;0;0;0;41;266;50;3,220;0,264;0,122;0,446;0,102;0,770;0,527;4;0,500;2,000;0,019;0,500;0;0,000;0,000;0,000;0,000;1,000
195;npv50\rcpspdc195.rcp;0;0;83;4;21600440;89;3;8000;0;0;0;26;248;50;3,320;0,263;0,082;0,306;0,077;0,685;0,328;4;0,500;2,000;0,021;0,500;0;0,000;0,000;0,000;0,000;1,000
196;npv50\rcpspdc196.rcp;0;0;87;4;21600330;94;3;9000;0;0;0;29;257;50;3,800;0,264;0,082;0,389;0,094;0,724;0,372;4;0,500;2,000;0,016;0,500;0;0,000;0,000;0,000;0,000;1,000
197;npv50\rcpspdc197.rcp;0;0;95;4;21600670;109;3;9000;0;0;0;29;308;50;4,120;0,262;0,082;0,361;0,084;0,623;0,406;4;0,500;2,000;0,020;0,500;0;0,000;0,000;0,000;0,000;1,000
198;npv50\rcpspdc198.rcp;0;0;97;4;21600460;101;3;9000;0;0;0;29;287;50;4,280;0,264;0,061;0,275;0,101;0,591;0,319;4;0,500;2,000;0,007;0,500;0;0,000;0,000;0,000;0,000;1,000
199;npv50\rcpspdc199.rcp;0;0;92;4;21600500;99;3;9000;0;0;0;37;301;50;3,880;0,264;0,082;0,333;0,101;0,650;0,428;4;0,500;2,000;0,032;0,500;0;0,000;0,000;0,000;0,000;1,000
200;npv50\rcpspdc200.rcp;0;0;97;4;21600400;106;3;9000;0;0;0;32;303;50;3,700;0,262;0,082;0,250;0,104;0,655;0,378;4;0,500;2,000;0,024;0,500;0;0,000;0,000;0,000;0,000;1,000
201;npv50\rcpspdc201.rcp;0;0;149;4;21601010;156;3;9000;0;0;0;38;297;50;3,800;0,263;0,061;0,188;0,092;0,584;0,159;4;0,500;2,000;0,000;0,749;0;0,000;0,000;0,000;0,000;1,000
202;npv50\rcpspdc202.rcp;0;0;148;2;2;155;1;3600010;0;0;0;36;271;50;3,720;0,264;0,061;0,145;0,084;0,533;0,232;4;0,500;2,000;0,000;0,749;0;0,000;0,000;0,000;0,000;1,000
203;npv50\rcpspdc203.rcp;0;0;138;2;3;145;3;9000;0;0;0;37;290;50;3,500;0,261;0,082;0,417;0,125;0,738;0,333;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
204;npv50\rcpspdc204.rcp;0;0;205;2;4;205;1;3600350;0;0;0;31;313;50;3,760;0,261;0,061;0,174;0,104;0,588;0,167;4;0,500;2,000;0,000;0,749;0;0,000;0,000;0,000;0,000;1,000
205;npv50\rcpspdc205.rcp;0;0;163;4;21601550;170;1;3600050;0;0;0;32;305;50;3,640;0,260;0,082;0,333;0,059;0,642;0,356;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
206;npv50\rcpspdc206.rcp;0;0;140;2;4;140;3;900;0;0;0;37;272;50;4,060;0,263;0,082;0,389;0,089;0,680;0,389;4;0,500;2,000;0,000;0,750;0;0,000;0,000;0,000;0,000;1,000
207;npv50\rcpspdc207.rcp;0;0;152;4;21600980;153;3;9000;0;0;0;34;288;50;3,740;0,263;0,082;0,306;0,084;0,673;0,389;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
208;npv50\rcpspdc208.rcp;0;0;154;2;3;154;3;100;0;0;0;32;265;50;3,600;0,261;0,061;0,203;0,097;0,604;0,196;4;0,500;2,000;0,000;0,749;0;0,000;0,000;0,000;0,000;1,000
209;npv50\rcpspdc209.rcp;0;0;127;4;21600600;135;3;9000;0;0;0;29;265;50;3,780;0,264;0,082;0,306;0,076;0,626;0,428;4;0,500;2,000;0,000;0,748;0;0,000;0,000;0,000;0,000;1,000
210;npv50\rcpspdc210.rcp;0;0;120;4;76590;120;3;9000;120;4;76590;31;245;50;4,020;0,264;0,061;0,101;0,093;0,494;0,174;4;0,500;2,000;0,000;0,749;0;0,000;0,000;0,000;0,000;1,000
211;npv50\rcpspdc211.rcp;0;0;73;4;21600200;75;3;9000;0;0;0;33;291;50;3,680;0,265;0,061;0,203;0,117;0,633;0,283;4;1,000;4,000;0,103;0,250;0;0,000;0,000;0,000;0,000;1,000
212;npv50\rcpspdc212.rcp;0;0;65;4;21600230;66;3;9000;0;0;0;29;250;50;4,060;0,266;0,061;0,174;0,085;0,482;0,232;4;1,000;4,000;0,130;0,250;0;0,000;0,000;0,000;0,000;1,000
213;npv50\rcpspdc213.rcp;0;0;72;4;21600470;74;3;8000;0;0;0;36;263;50;3,200;0,266;0,082;0,167;0,052;0,544;0,306;4;1,000;4,000;0,144;0,250;0;0,000;0,000;0,000;0,000;1,000
214;npv50\rcpspdc214.rcp;0;0;73;Capacity LB;0;75;3;9000;0;0;0;29;275;50;3,460;0,261;0,082;0,222;0,076;0,531;0,294;4;1,000;4,000;0,136;0,250;0;0,000;0,000;0,000;0,000;1,000
215;npv50\rcpspdc215.rcp;0;0;77;4;21600230;79;3;9000;0;0;0;37;282;50;3,220;0,263;0,082;0,389;0,090;0,695;0,389;4;1,000;4,000;0,093;0,250;0;0,000;0,000;0,000;0,000;1,000
216;npv50\rcpspdc216.rcp;0;0;68;4;21600270;70;3;9000;0;0;0;35;262;50;3,460;0,262;0,061;0,290;0,135;0,698;0,232;4;1,000;4,000;0,099;0,250;0;0,000;0,000;0,000;0,000;1,000
217;npv50\rcpspdc217.rcp;0;0;63;Capacity LB;0;64;3;9000;0;0;0;25;239;50;4,120;0,263;0,061;0,159;0,093;0,562;0,239;4;1,000;4,000;0,141;0,250;0;0,000;0,000;0,000;0,000;1,000
218;npv50\rcpspdc218.rcp;0;0;79;4;21600330;81;3;9000;0;0;0;34;287;50;3,860;0,265;0,102;0,345;0,059;0,663;0,505;4;1,000;4,000;0,142;0,250;0;0,000;0,000;0,000;0,000;1,000
219;npv50\rcpspdc219.rcp;0;0;75;4;21600370;76;3;9000;0;0;0;37;287;50;3,420;0,264;0,082;0,222;0,114;0,721;0,367;4;1,000;4,000;0,111;0,250;0;0,000;0,000;0,000;0,000;1,000
220;npv50\rcpspdc220.rcp;0;0;69;Capacity LB;0;72;3;9000;0;0;0;32;246;50;3,780;0,265;0,082;0,306;0,086;0,634;0,411;4;1,000;4,000;0,134;0,250;0;0,000;0,000;0,000;0,000;1,000
221;npv50\rcpspdc221.rcp;0;0;222;2;5;224;1;3600260;0;0;0;39;298;50;3,540;0,265;0,102;0,300;0,045;0,554;0,441;4;1,000;4,000;0,010;0,500;0;0,000;0,000;0,000;0,000;1,000
222;npv50\rcpspdc222.rcp;0;0;195;4;668340;195;1;3600570;195;4;668340;32;257;50;4,100;0,262;0,082;0,389;0,129;0,738;0,428;4;1,000;4,000;0,010;0,500;0;0,000;0,000;0,000;0,000;1,000
223;npv50\rcpspdc223.rcp;0;0;205;1;130;205;1;130;205;1;130;32;290;50;3,900;0,264;0,082;0,417;0,108;0,727;0,372;4;1,000;4,000;0,007;0,500;0;0,000;0,000;0,000;0,000;1,000
224;npv50\rcpspdc224.rcp;0;0;244;1;1120;244;1;1120;244;1;1120;41;310;50;3,380;0,267;0,082;0,194;0,038;0,428;0,333;4;1,000;4,000;0,008;0,500;0;0,000;0,000;0,000;0,000;1,000
225;npv50\rcpspdc225.rcp;0;0;206;2;3;206;1;3600100;0;0;0;32;299;50;4,300;0,264;0,061;0,203;0,112;0,503;0,268;4;1,000;4,000;0,000;0,500;0;0,000;0,000;0,000;0,000;1,000
226;npv50\rcpspdc226.rcp;0;0;189;1;4290;189;1;4290;189;1;4290;34;251;50;3,580;0,262;0,082;0,333;0,082;0,648;0,428;4;1,000;4,000;0,004;0,500;0;0,000;0,000;0,000;0,000;1,000
227;npv50\rcpspdc227.rcp;0;0;245;1;730;245;1;730;245;1;730;34;308;50;3,800;0,263;0,082;0,389;0,079;0,690;0,389;4;1,000;4,000;0,004;0,500;0;0,000;0,000;0,000;0,000;1,000
228;npv50\rcpspdc228.rcp;0;0;228;2;4;228;3;100;0;0;0;28;291;50;3,700;0,262;0,061;0,174;0,085;0,487;0,232;4;1,000;4,000;0,010;0,500;0;0,000;0,000;0,000;0,000;1,000
229;npv50\rcpspdc229.rcp;0;0;177;2;3;179;3;9000;0;0;0;28;260;50;3,440;0,263;0,082;0,250;0,044;0,496;0,333;4;1,000;4,000;0,003;0,500;0;0,000;0,000;0,000;0,000;1,000
230;npv50\rcpspdc230.rcp;0;0;195;1;8360;195;1;8360;195;1;8360;28;269;50;3,900;0,260;0,061;0,261;0,150;0,648;0,254;4;1,000;4,000;0,000;0,500;0;0,000;0,000;0,000;0,000;1,000
231;npv50\rcpspdc231.rcp;0;0;282;1;0;282;Sum PT;0;282;1;0;25;282;50;3,880;0,264;0,061;0,232;0,120;0,622;0,254;4;1,000;4,000;0,000;0,750;0;0,000;0,000;0,000;0,000;1,000
232;npv50\rcpspdc232.rcp;0;0;250;1;0;250;Sum PT;0;250;1;0;33;250;50;3,820;0,263;0,061;0,174;0,075;0,494;0,210;4;1,000;4,000;0,000;0,750;0;0,000;0,000;0,000;0,000;1,000
233;npv50\rcpspdc233.rcp;0;0;275;1;0;275;1;0;275;1;0;39;278;50;4,040;0,260;0,082;0,361;0,096;0,673;0,333;4;1,000;4,000;0,000;0,750;0;0,000;0,000;0,000;0,000;1,000
234;npv50\rcpspdc234.rcp;0;0;287;1;0;287;Sum PT;0;287;1;0;35;287;50;3,480;0,260;0,082;0,333;0,084;0,561;0,339;4;1,000;4,000;0,000;0,750;0;0,000;0,000;0,000;0,000;1,000
235;npv50\rcpspdc235.rcp;0;0;288;1;0;288;1;0;288;1;0;29;290;50;3,620;0,263;0,061;0,203;0,110;0,517;0,174;4;1,000;4,000;0,000;0,750;0;0,000;0,000;0,000;0,000;1,000
